,Lalanine,Lvaline,Lleucine,Lisoleucine,Lproline,Lserine,Lthreonine,Lglutamicacid,Lphenylalanine,Lasparagine,Lglutamine,LLysine,Ltyrosine,Ltryptophan,Lglycine,Lmethionine,Betaalanine,Lpipecolicacid,Lhistidine,L4hydroxyproline,taurine,glycylglycine,Larginine,Lhomoserine,Lasparticacid,ethanolamine,Lmethioninesulfoxide,gammaaminobutyricacid,L2aminoadipicacid,Lalphaaminobutyricacid,Ornithine,hydroxyLtryptophan,putrescine,methyldopa,Spermidine,Spermine,pyruvicacid,succinicacid,glycericacidmz292,fumaricacid,malicacid,cysteine,alphaketoglutaricacid,phosphoethanolaminemz188,glycericacid3phosphate,citricacidmz273,glucose,mannitol,myoinositolmz318,glucose6phosphate,adenosine,lacticacid,thymine,cytosine,ribose5phosphate,fructose,guanine,cholesterol
ika_2h_3,-3.24167347155736,-2.50184747872863,-0.5783157076947,-0.73184528771788,-0.252854777753919,-0.511934472190981,0.105711771744577,-1.83851206587703,-0.801042649008512,-0.958225072632017,-2.35532425569671,-0.710123256255046,0.857308139031759,0.898170633360921,0.640990776766316,3.47274491087071,-4.02644038800358,-5.3458202045093,-1.28396450935122,-3.62009641017156,-0.272369445404675,-0.956707916532514,-2.8310447845883,-1.98782625992432,-0.487067469696289,-2.3110227142135,-4.66143318718477,-1.0459625676958,-0.614824249292181,-0.837572890910339,-3.77119807696589,-4.45858528891357,-0.33792402478486,1.38127664922339,3.45101376891947,2.1654619835354,2.55210907917055,-0.0658812830076737,-1.34544580592956,-0.0817575395002542,-0.729289366928946,1.25121774237373,-0.352504028909571,-0.0328387721660688,-4.1274727856079,-3.89230009910439,3.32800432992284,-3.65891912686229,-0.774636445748556,-2.33845420965901,0.0302238805953529,4.18972800281998,-3.39079309130452,-1.95725010467976,-1.62619482449835,3.06555751972276,-0.311393567298548,2.87706213450867
ika_6h_1,-3.08641912389002,-2.37053013806761,-0.43116108748488,-0.581506656541733,-0.041889059322724,-0.339019832477023,0.253640684879844,-1.80989628969562,-0.664852678160199,-0.785775038201314,-2.14884047747356,-0.591825833931649,0.933495204794122,1.05737173284706,0.84239656365108,3.63395197314726,-3.5259289590661,-5.07940846178042,-1.18910887577499,-3.59338785784939,-0.102611714194568,-0.783819431284721,-2.74944794923198,-1.57248911258535,-0.225333464829424,-1.88163850538022,-4.16378625066558,-1.07156174770379,-0.414003264015,-0.76088191015833,-3.61375936844308,-3.84112399225543,0.237115292277432,1.60461464337275,3.47610503340512,1.95267901179745,2.41945198925144,-0.389638941169969,-1.23823765165441,0.319773819066479,-1.09734676114825,1.69330025569692,-0.386240088741937,-0.274450210823702,-3.84233559843418,-3.38375994980822,3.55704340458146,-3.51927309024297,-0.660941008904358,-1.7001557749609,1.0393322835384,5.05951137951605,-2.91299616428453,-0.216275873599716,-1.6153772813706,3.82783239746377,0.450893797119493,3.05516635747638
ika_6h_2,-3.04013694733769,-2.32651394587959,-0.419078922078562,-0.574986529277818,-0.100490640923249,-0.331086577479804,0.318476831936495,-1.65345337880979,-0.645064030857651,-0.744769851045424,-2.00365593480127,-0.483298485571479,1.07225273994697,1.20138102981999,0.910864276747765,3.63610388777144,-3.93345172602372,-5.37899169741674,-1.03361166739468,-3.48846392775683,0.0270796051712453,-0.753670791806218,-2.64551620357817,-1.8297448395476,-0.256241683488144,-2.07560431988635,-4.52265275637461,-0.760316769642815,-0.351726006866902,-0.676324308054515,-3.4842722811489,-4.06273930928196,0.347067129225525,1.37034236946035,5.15489053914722,2.20055599729403,2.59955681550283,0.288519545349227,-1.29963545469469,-0.0206888090709884,-0.614503172297127,1.4917644147756,-0.330391103175485,0.159620453119855,-3.94622123851669,-3.56011704011826,3.51874350255854,-3.53320783270477,-0.598345961195564,-2.11476596212016,-0.023034983695267,4.45462846655302,-3.72219510810018,-1.11053480066994,-0.995779191870031,3.18337698827197,-0.564112840137298,3.71838586773348
ika_6h_3,-3.02878382417114,-2.34236361003074,-0.423368196007186,-0.596580516940819,0.0021903321388217,-0.304147922279504,0.334610917993635,-1.50470479766383,-0.66120784646835,-0.742055467635752,-2.10151242653204,-0.556836081080366,0.985471259641655,1.06863720264517,1.00509503171533,3.60948781403885,-3.80194136803427,-5.35572655244267,-1.11553500264202,-3.38191140395647,0.189641341472629,-0.752737323203495,-2.72561967719104,-1.7577642537361,0.0550216251951433,-2.02171073304692,-4.419829794627,-0.576751973532562,-0.231079082986483,-0.695076955910086,-3.48875256390748,-4.35654504467629,0.455082034854656,1.78658481286735,4.5936915667888,2.24587186987605,2.51780322958899,-0.251079955633167,-1.24533244856983,0.0760500049302844,-0.666710885751062,1.39332077938363,-0.0102624331766536,0.429268764094298,-3.74245867800086,-3.08854256348464,3.49091600474409,-3.52914967109074,-0.625823402670594,-1.41724438949914,0.538657156646135,4.46185443571872,-2.47222630412861,-1.01613138385498,-0.999480939724146,3.35767804535521,-0.246478245501645,3.3580400269498
ika_12h_1,-3.35837298977077,-2.34033518233674,-0.435096788288754,-0.6155807378162,-0.299759738867542,-0.478346443722872,0.132727438896646,-2.18964300560206,-0.661267675453679,-0.958871946868467,-2.20848263218396,-0.541872193834699,0.938925344317192,1.0346626188029,0.50443789769477,3.39455063898142,-4.11824295457503,-5.05927277602899,-1.20517926364081,-3.88985960235677,-0.76471447482388,-0.958057506624347,-2.69459646963517,-2.00739907782214,-0.351833883831132,-1.96088099456398,-4.15680673290822,-1.88585148424636,-0.540270472794111,-0.677880032775586,-3.57686348838695,-3.7452857378771,-1.47867811950639,0.62057638947112,3.61920363140203,1.38484707833347,2.50900542362274,-0.596261035995796,-1.39928760862286,-0.009841066233244,-1.72215137167216,1.56059737141665,-1.21987843132064,-0.600102554029876,-3.86661730902326,-3.87895816706585,3.55659635307668,-3.52830339044495,-0.654385286619791,-1.81457753763065,0.922050674043573,4.77676412517536,-2.86936801436347,-0.634444483027958,-1.4364291544298,3.76682388802536,0.417017503413819,2.63519539847376
ika_12h_2,-3.38060031122078,-2.34227601397388,-0.422160321226556,-0.582298909371368,-0.302858660218528,-0.392572643992403,0.192848988103311,-1.99216585837964,-0.624938537058399,-0.875715650802186,-2.09929481978488,-0.514294692131558,1.01836054949491,1.12663671392028,0.520458097765665,3.72426053360449,-4.21099648723015,-5.04840052371038,-1.12350216761384,-3.71563120475758,-0.714209171170866,-0.883295796149407,-2.65490412975886,-2.13113370150256,-0.216626473401416,-1.99452254134843,-4.40409524061236,-1.49618347239786,-0.505662980742735,-0.823129468108233,-3.30128154466245,-3.72798593122875,-1.32637351826737,0.957162456684762,4.03373815298823,1.52414197654161,2.62250854729973,-0.236496173932689,-0.943377296974556,-0.234731306798477,-1.26511551716131,1.54111054126459,-1.09598176371151,0.234586023178118,-3.88008360107021,-3.80283894013119,3.5997668859899,-3.52341516345848,-0.616810776997983,-2.1848255899281,-0.145275975478891,4.58340426667374,-3.35406786087913,-0.536139410230519,-0.901833085045056,3.38188827233832,-0.423286435460919,2.94070469103972
ika_12h_3,-3.3030116887188,-2.20693816605063,-0.274661343966942,-0.459318664905443,-0.157957837405185,-0.351624126712953,0.282376841634587,-2.08961211785337,-0.568971020906103,-0.825171478886631,-2.09940744901501,-0.424222073623551,1.09661347378464,1.18399916685791,0.639219082677464,3.64874726552851,-4.32899098561308,-5.17216810443915,-1.04000805698081,-3.53118495792124,-0.674928664297889,-0.83901086655017,-2.52567348117242,-2.08662366782826,-0.297145826569748,-1.84119293844801,-4.03671881805826,-1.46578905503797,-0.492577429756738,-0.664219043931377,-3.64415041099424,-3.7307242200848,-1.41239573164247,0.833177561635862,3.6742088483304,1.43956857160191,2.60833534750703,-0.444700801500812,-1.45392622994203,-0.329197065967482,-1.69051751456235,1.52540834140339,-0.916170337883336,0.223076641580141,-3.92867088307172,-3.58380750577632,3.77334186516736,-3.36124219258117,-0.520589685996727,-1.5832838035559,0.117567997938486,4.73582678975047,-2.78737427130654,-0.948719093261802,-1.28794664624725,3.75748495058762,-0.337982595277868,2.50872480803019
ika_18h_1,-3.6183588838556,-2.62743173959496,-0.717820525841716,-0.903703609341396,-0.566766396969688,-0.708325735716822,-0.14492803384536,-2.44859370130907,-1.00386860623698,-1.20419125304179,-2.50456277863535,-0.855013554810414,0.644683514050055,0.749016722576958,0.188803034889447,3.24632708224723,-4.09155488254755,-5.06331897790106,-1.46964832232361,-3.98712517567771,-0.999155402131921,-1.20830046322412,-2.98496870537434,-2.37591074206793,-0.550061397203316,-2.02834344643196,-4.4656284336628,-1.93981208623045,-0.776151392381838,-1.18969952266867,-3.86650036363971,-3.87044161306121,-2.47457018118227,0.893959579867208,3.33900755414945,1.70969053318496,2.21784066685829,-0.985786635636014,-1.59336756262217,-0.413154079952782,-2.20018870442361,1.44785717786051,-1.48930868000143,-0.510279606925902,-4.1902923635556,-3.97253717102704,3.32877775495397,-3.8038003905184,-0.927681990614617,-2.07275589751824,0.778088648357831,4.71145021994526,-2.97181149786194,-0.117224780487071,-1.1333656661552,3.5496319287659,0.607111184946374,2.53105187483157
ika_18h_2,-3.55566704090724,-2.42718489706927,-0.523803651697259,-0.70358395514391,-0.444592006994983,-0.557490864426792,0.0762044092499732,-2.22080795211804,-0.73472368576256,-1.03332212626678,-2.19949620733995,-0.593538666044925,0.90121693196398,1.02195285300291,0.37794779170238,3.65723042630081,-4.61388501180092,-5.28546792057514,-1.19711979370074,-3.73541116777725,-0.932511176013423,-1.0390554396544,-2.7205112967522,-2.62677127434674,-0.233709438101517,-2.24047898735254,-4.6817976392237,-1.75196024792405,-0.647539222649099,-0.996764836935507,-3.76775542067849,-4.0338790086165,-2.40910003022588,0.879952514398621,3.13583048589837,0.138117661602859,2.53716378476586,-0.610630995443842,-1.48722582884339,-0.824912605437726,-1.9399658783409,1.31795707947475,-1.37497081847741,0.322800453077523,-3.87717964177452,-4.02085151238605,3.45178606579341,-3.58249539655066,-0.705428558185571,-2.42555901325957,-0.670918291928799,4.25175339512709,-3.56961076314763,-1.00625917143339,-1.22659555182623,3.23462066214886,-1.02030480491927,2.97961861931818
ika_18h_3,-3.63959837724614,-2.68453770121226,-0.791461905856449,-0.974298138244748,-0.709931353624873,-0.726087612351129,-0.194035047051774,-2.53217052990195,-1.02101081482197,-1.18878079835986,-2.60980032687966,-0.845963374995786,0.638870603664461,0.79252148418213,0.0737385536259302,3.26408141690535,-3.91076985207996,-5.29120050641691,-1.42067796997408,-4.04009051926712,-1.37651905300852,-1.20363675100139,-2.97422523733894,-2.04192813540759,-0.671393182383696,-1.74519078730126,-4.37618409870617,-2.30482953478363,-0.982013193546927,-1.05853033924481,-3.72202599208615,-3.42729307198107,-2.58091865714659,0.530186463231386,3.65536309471603,1.90966605856564,2.2437827741241,-0.896866032104296,-1.3743912077177,-0.475736108934728,-2.10957985666307,1.48615208871737,-1.43413940193472,0.446468206389388,-4.24005547527082,-4.16832987124778,3.36665574855381,-3.81887700351702,-0.903993268975411,-1.2692646478804,1.11545603482375,4.57721596578925,-2.65491280919029,0.803751366821461,-0.832498474936758,3.47672488142486,0.575464185662262,3.08886310289729
ika_24h_1,-3.76643384961779,-2.91743906409616,-1.00170932018208,-1.1488510616987,-0.863570634935684,-0.974327937393242,-0.404146085812855,-2.6288208133881,-1.21271802802241,-1.41584780286702,-2.79804123386769,-1.08962848602929,0.397059866756918,0.51508156941437,-0.00887759955799,2.90523878369238,-4.15911344756299,-5.2204799157585,-1.66110663566748,-4.40418560587302,-1.39817998193026,-1.44963420934712,-3.19977873261998,-2.60258143090402,-0.653475759793467,-2.14312338305067,-4.88624163715431,-2.11854015786301,-1.31149053602766,-1.15363608548978,-4.04438724510345,-3.90055836572191,-3.17078468652839,0.882097664240918,3.27182517907557,1.23519205839559,2.06188211308761,-0.85820571891234,-1.64366800577404,-0.232920957533531,-2.4613220836079,1.43954538264085,-1.90559693539312,-0.130450724682156,-4.31350461315971,-4.65910727435699,3.12961032322051,-4.07951421985705,-1.18100604039557,-2.06352815575118,1.10278156557221,4.48923157336221,-3.07167184507612,1.63591291549857,-0.84452675667008,3.23047021096119,1.52294232362335,2.61104906713019
ika_24h_2,-3.7836750486587,-2.71678050088029,-0.813476928909408,-0.961353225767747,-0.754467968181197,-0.714194127369172,-0.191130070512348,-2.6267038166776,-1.04315978430831,-1.2701027634744,-2.50564307133993,-0.850366535423961,0.612677476260982,0.768383027394372,0.07820770723325,3.22222534031422,-4.4376762002383,-5.56659144418524,-1.39587269685685,-4.22633527136836,-1.65805406479662,-1.27095117655301,-3.04106417825383,-2.80964221330836,-0.578771158545348,-2.24347456564002,-4.80865590193892,-2.22744441774363,-1.0264243535318,-1.23971360893182,-3.01271552621248,-3.96039470649786,-3.44864487206168,0.453628176223676,3.11854686380835,0.860691571905566,2.2856566361915,-0.981385121609181,-1.61256438563258,-1.0167644576606,-2.64079589022335,1.30531584861626,-2.06254980102286,0.21283706486019,-4.2319487293353,-4.56982087845075,3.27311298236137,-3.87922709405761,-1.01784696643477,-2.80267398010244,-0.535126729317398,4.16853752860402,-4.35128323781905,-1.15401045948616,-2.31702592992818,3.05947518999982,-0.810585554700938,2.10429862253598
ika_24h_3,-3.73796163706211,-2.64489477610399,-0.732209110431637,-0.931930997545707,-0.688752501250725,-0.760640025308249,-0.209337993821457,-2.66103901156341,-0.982473945583288,-1.26385581465338,-2.61159310410082,-0.852975927333673,0.631018845401581,0.706475039531122,0.0161781886777488,3.30972868133848,-4.27191512029317,-5.43503815769526,-1.51508364452909,-4.03986136542518,-1.8959477993024,-1.26791917025347,-2.94415274473463,-2.49556593338225,-0.776389478830593,-2.06337946452846,-4.74561430754596,-2.39682962428212,-1.29229857637932,-1.15738405152271,-3.79577976325703,-3.60589942760612,-3.53576716216031,0.354843586486016,2.74519813633391,0.756111117738017,2.3492776725595,-1.03803103109344,-1.49239298582817,-0.788450296273952,-2.75864815066254,1.41924746521443,-1.98232472226613,-0.0154815949186427,-4.25319141791809,-4.51998239308819,3.36110363266393,-3.8096030980902,-0.947700167852037,-1.67582485946197,0.577426699653138,4.34905683535156,-3.09933985964376,0.489609771135412,-1.23634001689527,3.29154236712555,0.0076428582271485,2.08805573121455
