Metabolite	Control_0_h_batch_10	Control_0_h_batch_11	Control_0_h_batch_9	Control_2_h_batch_10	Control_2_h_batch_11	Control_2_h_batch_9	Control_6_h_batch_10	Control_6_h_batch_11	Control_6_h_batch_9	Control_12_h_batch_10	Control_12_h_batch_11	Control_12_h_batch_9	Control_18_h_batch_10	Control_18_h_batch_11	Control_18_h_batch_9	Control_24_h_batch_10	Control_24_h_batch_11	Control_24_h_batch_9	Ikaros_0_h_batch_10	Ikaros_0_h_batch_11	Ikaros_0_h_batch_9	Ikaros_2_h_batch_10	Ikaros_2_h_batch_11	Ikaros_2_h_batch_9	Ikaros_6_h_batch_10	Ikaros_6_h_batch_11	Ikaros_6_h_batch_9	Ikaros_12_h_batch_10	Ikaros_12_h_batch_11	Ikaros_12_h_batch_9	Ikaros_18_h_batch_10	Ikaros_18_h_batch_11	Ikaros_18_h_batch_9	Ikaros_24_h_batch_10	Ikaros_24_h_batch_11	Ikaros_24_h_batch_9
glycericacidmz292	-1.22742262286267	-1.42017777063561	-1.40728485314065	-1.39961463121069	-1.37122462995783	-1.36489088810837	-1.23442475864423	-1.22648713714664	-1.10837718720934	-1.43877525406513	-0.96909828070643	-0.92862004358296	-1.44299095097139	-1.47753138394533	-1.17944089445428	-1.39495092468465	-1.43743609546376	-1.3653230480632	-1.10328975739162	-1.34886383416714	-1.08943365903508	-1.28731954522584	-1.1371917902542	-1.34544580592956	-1.23823765165441	-1.29963545469469	-1.24533244856983	-1.39928760862286	-0.943377296974556	-1.45392622994203	-1.59336756262217	-1.48722582884339	-1.3743912077177	-1.64366800577404	-1.61256438563258	-1.49239298582817
fumaricacid	0.369297334743799	-0.428680621684836	-0.017601692177051	-0.210593114521435	-0.268525129613278	-0.206688098545736	0.267471240947033	0.0854359852377716	0.224086603868895	0.0577247708994879	0.343736485427894	0.497693042269031	0.2292043646442	-0.00710052724280319	0.236259212026845	0.181482758233364	-0.163519368854557	0.0133506938140971	0.234024151459381	-0.181625411899546	0.270655412412849	-0.355277481228793	0.011499009241392	-0.0817575395002542	0.319773819066479	-0.0206888090709884	0.0760500049302844	-0.00984106623324407	-0.234731306798477	-0.329197065967482	-0.413154079952782	-0.824912605437726	-0.475736108934728	-0.232920957533531	-1.0167644576606	-0.788450296273952
malicacid	-1.21665193516291	-1.38836778381244	-0.711003861405264	-1.11689446303897	-1.11618340999747	-1.28299236941284	-0.7559905514537	-0.700243016220065	-0.655779388045467	-0.669387320224512	-0.574593555095136	-0.280644313327928	-0.773652164702263	-0.687030663602713	-0.489442593151841	-0.728494137332929	-0.916104117509042	-0.772266407310479	-1.00570135627289	-1.14755939136641	-0.309059451003563	-1.46339148960484	-0.741342106734257	-0.729289366928946	-1.09734676114825	-0.614503172297127	-0.666710885751062	-1.72215137167216	-1.26511551716131	-1.69051751456235	-2.20018870442361	-1.9399658783409	-2.10957985666307	-2.4613220836079	-2.64079589022335	-2.75864815066254
cysteine	1.71529652456279	1.40165598197995	1.22036898397075	1.42285560908598	1.50450991710662	1.45493650774373	1.56566505724505	1.48964499359448	1.58821118343504	1.19684887970271	1.81942583059715	1.66390744364333	1.56339072292426	1.18814663229549	1.56443787817706	1.51593291608558	1.45912819700066	1.4363516506045	1.74280436453014	1.52425180595448	1.44226854907791	1.54312394806337	1.67280197996914	1.25121774237373	1.69330025569692	1.4917644147756	1.39332077938363	1.56059737141665	1.54111054126459	1.52540834140339	1.44785717786051	1.31795707947475	1.48615208871737	1.43954538264085	1.30531584861626	1.41924746521443
alphaketoglutaricacid	-0.836708885992928	-0.913786453507931	-0.377548204100541	-0.524772084148988	-0.80762908704593	-0.604603633572809	-0.142107785179109	-0.289272551756026	-0.0207232758442736	-0.421020848129038	-1.24673890446137	0.130851909322791	-0.301112130400145	-0.727843957543429	0.0340670490567803	-0.590533382614056	-0.952978412409972	-0.300256121442469	-0.297806724868373	-0.424773189256646	0.0531733585387844	-0.777004406567802	-0.262950767217641	-0.352504028909571	-0.386240088741937	-0.330391103175485	-0.0102624331766536	-1.21987843132064	-1.09598176371151	-0.916170337883336	-1.48930868000143	-1.37497081847741	-1.43413940193472	-1.90559693539312	-2.06254980102286	-1.98232472226613
phosphoethanolaminemz188	-0.0300437104117635	0.208097391282849	0.599392335577697	-0.149874685422832	-0.146734364708616	-0.465511954315312	0.185515480775314	0.39700241066599	0.0535996125269226	0.0275806329467331	0.872709117613035	0.648736768346263	0.0960071334864427	0.688337148842527	0.410710049547927	0.0859112104046175	-0.193867405403427	-0.151463912331572	0.0926517539749362	0.770216866542946	1.07831113468126	-0.767463278391282	0.0465656474193145	-0.0328387721660688	-0.274450210823702	0.159620453119855	0.429268764094298	-0.600102554029876	0.234586023178118	0.223076641580141	-0.510279606925902	0.322800453077523	0.446468206389388	-0.130450724682156	0.21283706486019	-0.0154815949186427
glycericacid3phosphate	-3.08739742071651	-3.69111757938491	-4.14453609775469	-4.03063860307478	-3.81520534949628	-4.11308571095662	-3.71216397289851	-3.42313838991144	-3.84247838690938	-4.06074302718886	-3.40173774472128	-3.66167604117338	-3.98318443918019	-3.70280089491981	-4.07573535481549	-3.7646203672004	-3.94121959335288	-4.17405816652725	-3.73561402473802	-3.8494951814565	-3.54684805003166	-3.79502278141064	-3.91508679595338	-4.1274727856079	-3.84233559843418	-3.94622123851669	-3.74245867800086	-3.86661730902326	-3.88008360107021	-3.92867088307172	-4.1902923635556	-3.87717964177452	-4.24005547527082	-4.31350461315971	-4.2319487293353	-4.25319141791809
citricacidmz273	-3.67265836654211	-3.9206869616341	-3.46800077306176	-3.8226445386478	-4.10166623141676	-3.89526880046827	-3.19985162451826	-3.79258632229896	-3.22713075553164	-3.49448284550254	-3.6747011728554	-3.09288311078105	-3.65608788439013	-3.54347560143119	-3.30886984033941	-3.87285103337831	-3.93803047000227	-3.61891325011198	-3.15397766904996	-3.44535456863563	-2.93513310118687	-3.84497431536243	-3.69107842028252	-3.89230009910439	-3.38375994980822	-3.56011704011826	-3.08854256348464	-3.87895816706585	-3.80283894013119	-3.58380750577632	-3.97253717102704	-4.02085151238605	-4.16832987124778	-4.65910727435699	-4.56982087845075	-4.51998239308819
glucose	3.36501227165794	3.37743378818574	3.59667197704299	3.2464621847561	3.49875870800666	3.32774567537067	3.54268176374921	3.60389076049656	3.67334713085699	3.38499572624917	4.07891421481884	3.79176609141816	3.44426076151261	3.39764474448616	3.29296543612563	3.28804737975891	3.49937904982707	3.34921218718418	3.68628271872365	3.77749952884852	3.45351963400776	3.69306374041335	3.48251504609978	3.32800432992284	3.55704340458146	3.51874350255854	3.49091600474409	3.55659635307668	3.5997668859899	3.77334186516736	3.32877775495397	3.45178606579341	3.36665574855381	3.12961032322051	3.27311298236137	3.36110363266393
mannitol	-3.80731078188393	-3.72626016051178	-3.79080569636985	-3.84811204057839	-3.55315832957787	-3.80147401068213	-3.23584580559696	-3.40892510560717	-3.37868396340883	-3.63872352914575	-2.88364082253917	-3.28295777909373	-3.61256618912211	-3.58337461841464	-3.88539498271911	-3.82353819671774	-3.516310714427	-3.66253312541946	-3.39785389351128	-3.32281781410564	-3.63411066238524	-3.38887474258488	-3.65257306787121	-3.65891912686229	-3.51927309024297	-3.53320783270477	-3.52914967109074	-3.52830339044495	-3.52341516345848	-3.36124219258117	-3.8038003905184	-3.58249539655066	-3.81887700351702	-4.07951421985705	-3.87922709405761	-3.8096030980902
myoinositolmz318	-0.912045217603639	-0.834570370698742	-0.903021577887638	-0.899698471461599	-0.708240895845908	-0.893796432299324	-0.54631977783996	-0.501702982981755	-0.48834742172462	-0.752451933424277	-0.0160538982194803	-0.39208086633029	-0.737732289009466	-0.684292652522685	-0.903433675445881	-0.880841871081427	-0.666129244432964	-0.829454756923826	-0.486067035864928	-0.466488289170088	-0.62084180813969	-0.58197698145138	-0.739812111406871	-0.774636445748556	-0.660941008904358	-0.598345961195564	-0.625823402670594	-0.654385286619791	-0.616810776997983	-0.520589685996727	-0.927681990614617	-0.705428558185571	-0.903993268975411	-1.18100604039557	-1.01784696643477	-0.947700167852037
glucose6phosphate	-1.76221317679231	-2.16347045047602	-1.18426855120751	-2.3198253575742	-2.43503887780293	-1.74279693151973	-1.9582276426813	-1.9575995964741	-1.08827714025253	-2.15445736080567	-1.50393282407895	-1.1673729035928	-1.98698891721931	-1.62573614471341	-1.5243488412813	-2.3376437282634	-2.52708462008395	-1.82865834687171	-1.77015718395	-2.15646314677826	-1.2650480077653	-1.83164974984966	-2.11364558328101	-2.33845420965901	-1.7001557749609	-2.11476596212016	-1.41724438949914	-1.81457753763065	-2.1848255899281	-1.5832838035559	-2.07275589751824	-2.42555901325957	-1.2692646478804	-2.06352815575118	-2.80267398010244	-1.67582485946197
adenosine	1.25543971679782	0.030986661326064	1.31983294370094	0.262509937599252	-0.41797481572626	0.382250290186707	0.43983804107509	-0.02586872008859	0.779146013148818	0.392021515102879	0.0252584576813343	1.11211962053335	0.634001362862773	0.000903007396056643	0.92911372318498	0.592246972344421	-0.592303173346682	0.161353467529385	0.763927665028247	-0.39806583197036	0.495003329149733	0.968953329891364	-0.0152324165065055	0.0302238805953529	1.0393322835384	-0.023034983695267	0.538657156646135	0.922050674043573	-0.145275975478891	0.117567997938486	0.778088648357831	-0.670918291928799	1.11545603482375	1.10278156557221	-0.535126729317398	0.577426699653138
lacticacid	4.98157505784428	4.41086997780858	4.32051996342858	4.40438339504846	4.43789285011391	4.48307216759526	4.65483723542526	4.56866382446274	4.74271404033612	4.38294394743415	5.37819843413623	5.11383141898125	4.80983951474451	4.39400771614368	4.42156623785404	4.81593846702637	4.51507733883245	4.48630075712554	4.80883585472332	4.52162860552551	4.43869412767167	4.77994742638298	4.51462923193756	4.18972800281998	5.05951137951605	4.45462846655302	4.46185443571872	4.77676412517536	4.58340426667374	4.73582678975047	4.71145021994526	4.25175339512709	4.57721596578925	4.48923157336221	4.16853752860402	4.34905683535156
thymine	-2.60559317075569	-3.10578347579266	-3.59419280235242	-3.07396221562731	-3.902220812935	-2.78818066583485	-2.8787697998606	-3.12145152238918	-2.21723712693815	-3.0837283885835	-2.74207174202077	-1.9402394533683	-3.01505698540318	-2.69322168032462	-2.45896170040734	-3.15800444154275	-4.04902740623832	-2.74575536848377	-2.63057421720167	-4.4177047894069	-2.39317013684817	-2.89192471686689	-4.03651186009746	-3.39079309130452	-2.91299616428453	-3.72219510810018	-2.47222630412861	-2.86936801436347	-3.35406786087913	-2.78737427130654	-2.97181149786194	-3.56961076314763	-2.65491280919029	-3.07167184507612	-4.35128323781905	-3.09933985964376
cytosine	0.632497527490968	-0.835093313510352	-0.486407761042601	-0.0935146104760548	-1.97913579424994	-0.253778777164265	-0.888317640611827	-0.793128632355092	-0.541191081467891	-1.7119592672488	-1.0000643292031	-0.285037403090038	-0.311304573209203	-0.490621806934937	0.282204262063347	-0.668288896226612	-1.88354099002549	-1.00437239779822	-1.17543280664237	-1.17319827123802	-1.11931312006352	-1.28757055027547	-1.51618986877511	-1.95725010467976	-0.216275873599716	-1.11053480066994	-1.01613138385498	-0.634444483027958	-0.536139410230519	-0.948719093261802	-0.117224780487071	-1.00625917143339	0.803751366821461	1.63591291549857	-1.15401045948616	0.489609771135412
ribose5phosphate	-0.607600165948307	-0.583404324507673	-4.0546791812744	-0.344116475440946	-1.79733942784957	-0.312679312812612	-0.427255390882775	-0.694815904658513	-0.737906394572305	-1.14504472046528	-0.809690388687745	-0.897612971325624	-1.05169054607395	-0.736431060223609	0.0791266598191424	-0.829551986382861	-1.47140807925046	-0.932447450583044	-0.250754907691509	-3.06196385044544	-0.361185819771945	-1.4794440915994	-1.93040071732324	-1.62619482449835	-1.6153772813706	-0.995779191870031	-0.999480939724146	-1.4364291544298	-0.901833085045056	-1.28794664624725	-1.1333656661552	-1.22659555182623	-0.832498474936758	-0.84452675667008	-2.31702592992818	-1.23634001689527
fructose	3.56708995310163	3.18501832416117	3.14948916725619	3.32733976317626	3.27119738800473	3.35684909254769	3.5412434141947	3.35945410508991	3.66380794035806	3.37767648325085	4.13985070876829	3.91663709116996	3.60178210691125	3.25756448568827	3.11505434574725	3.26344706065027	3.3196697616435	3.30574511031572	3.71277056139418	3.48687096596179	3.12134741036849	3.73009423020504	3.19004714641349	3.06555751972276	3.82783239746377	3.18337698827197	3.35767804535521	3.76682388802536	3.38188827233832	3.75748495058762	3.5496319287659	3.23462066214886	3.47672488142486	3.23047021096119	3.05947518999982	3.29154236712555
guanine	0.984466739841638	0.321347459894247	-1.98256010335977	0.208957116993786	-0.811760683556528	0.0281648080025913	0.158082276681349	-0.313612623529538	-0.075547340985036	-0.132815664431683	-0.535253542985985	0.0926890396060647	0.453216395048347	-0.622246194545284	0.284557363426356	0.516905355709144	-0.864170313925953	-0.325897703007527	0.522412393497147	-0.360193623708985	-0.49058025805372	0.0141040889472292	-0.326079897093861	-0.311393567298548	0.450893797119493	-0.564112840137298	-0.246478245501645	0.417017503413819	-0.423286435460919	-0.337982595277868	0.607111184946374	-1.02030480491927	0.575464185662262	1.52294232362335	-0.810585554700938	0.0076428582271485
cholesterol	3.06205184588612	3.24738186556992	4.46481486309395	3.03140817390511	3.00967592993037	3.00888076226633	3.23191856597681	3.69586452032957	3.53229506139861	2.83247757707975	3.98965129149765	3.79541605785693	3.03974675017449	3.60912706633282	3.70014799795232	3.12707026818159	2.70156727765251	3.20064944619065	3.21983749905786	3.6837782341046	3.32243146903257	2.63698037321402	3.4686991566997	2.87706213450867	3.05516635747638	3.71838586773348	3.3580400269498	2.63519539847376	2.94070469103972	2.50872480803019	2.53105187483157	2.97961861931818	3.08886310289729	2.61104906713019	2.10429862253598	2.08805573121455
